final_loss,issues,max_grad,name
0.011914278380572796,none,0.02425326406955719,gate_b_seed0
0.009408298879861832,none,0.027675708755850792,gate_b_seed1
0.011914278380572796,none,0.02425326406955719,gate_a_uniform_seed0
0.01240218011662364,none,0.02432757429778576,gate_a_dirw_seed0
0.009408298879861832,none,0.027675708755850792,gate_a_uniform_seed1
0.00989831192418933,none,0.027755333110690117,gate_a_dirw_seed1
