direction,episode,eps,infeas_rate,min_margin,objective,seed,track_rmse,viol_any,viol_freq,viol_integral,viol_max,viol_mean
tangent,2,-0.05,0.08333333333333333,0.055593961938889436,18.883682514097316,1,0.49037440027384954,0.0,0.0,0.0,0.0,0.0
tangent,3,-0.05,0.0,0.07313491787649506,16.623841226758763,1,0.4621765173997857,0.0,0.0,0.0,0.0,0.0
tangent,0,0.0,0.0,4.409709530861505e-08,1.1069884723994439,1,0.030181616867630604,0.0,0.0,0.0,0.0,0.0
tangent,1,0.0,0.0,2.588083081178638e-10,7.835708999355844,1,0.305706848245431,0.0,0.0,0.0,0.0,0.0
tangent,2,0.0,0.08333333333333333,3.6548541970660153e-13,10.883577922751096,1,0.36265166142472943,0.0,0.0,0.0,0.0,0.0
tangent,3,0.0,0.0,5.002478431492818e-10,8.979322046720307,1,0.3274413940597955,0.0,0.0,0.0,0.0,0.0
tangent,0,0.05,0.0,0.07632201591720045,7.270221542518257,1,0.3089818285359327,0.0,0.0,0.0,0.0,0.0
tangent,1,0.05,0.0,0.06689673290125975,15.35494647047824,1,0.4483226772606738,0.0,0.0,0.0,0.0,0.0
tangent,2,0.05,0.08333333333333333,0.053916411983174095,18.982475178705407,1,0.48973110538596804,0.0,0.0,0.0,0.0,0.0
tangent,3,0.05,0.16666666666666666,-0.13195305059259999,15.748215486328357,1,0.4218679686672909,1.0,0.21311475409836064,0.737851429132333,0.13195305059259999,0.056757802240948695
tangent,0,0.1,0.0,0.19876249095851506,26.0713010742135,1,0.6191599261465611,0.0,0.0,0.0,0.0,0.0
tangent,1,0.1,0.0,0.16631589137000624,33.99600204835083,1,0.6878493589180182,0.0,0.0,0.0,0.0,0.0
tangent,2,0.1,0.3333333333333333,-0.2418017814997957,45.219718993643696,1,0.7609785689963192,1.0,0.2459016393442623,1.8111256642631548,0.2418017814997957,0.12074171095087699
tangent,3,0.1,0.25,-0.25537183752054626,39.702876443986504,1,0.7066149658400801,1.0,0.2459016393442623,1.670947718560388,0.25537183752054626,0.11139651457069252
random,0,-0.1,0.0,2.293566604948615,584.0564411328885,1,3.119979810652863,0.0,0.0,0.0,0.0,0.0
random,1,-0.1,0.0,2.258925555704019,569.0093760608848,1,3.0795273516725867,0.0,0.0,0.0,0.0,0.0
random,2,-0.1,0.0,1.9561181866387019,569.596748193115,1,3.0811165405664087,0.0,0.0,0.0,0.0,0.0
random,3,-0.1,0.0,2.1817163803639614,584.3222497176716,1,3.120689693314796,0.0,0.0,0.0,0.0,0.0
random,0,-0.05,0.0,2.293566604948615,584.0564411328885,1,3.119979810652863,0.0,0.0,0.0,0.0,0.0
random,1,-0.05,0.08333333333333333,2.15381025847348,560.3266943926611,1,3.055940659690683,0.0,0.0,0.0,0.0,0.0
random,2,-0.05,0.0,1.9561181866387019,569.596748193115,1,3.0811165405664087,0.0,0.0,0.0,0.0,0.0
random,3,-0.05,0.0,2.1817163803639614,584.3222497176716,1,3.120689693314796,0.0,0.0,0.0,0.0,0.0
random,0,0.0,0.0,4.409709530861505e-08,1.1069884723994439,1,0.030181616867630604,0.0,0.0,0.0,0.0,0.0
random,1,0.0,0.0,2.588083081178638e-10,7.835708999355844,1,0.305706848245431,0.0,0.0,0.0,0.0,0.0
random,2,0.0,0.08333333333333333,3.6548541970660153e-13,10.883577922751096,1,0.36265166142472943,0.0,0.0,0.0,0.0,0.0
random,3,0.0,0.0,5.002478431492818e-10,8.979322046720307,1,0.3274413940597955,0.0,0.0,0.0,0.0,0.0
random,0,0.05,0.16666666666666666,2.1543585431614956,569.1432638949427,1,3.0798891438396323,0.0,0.0,0.0,0.0,0.0
random,1,0.05,0.16666666666666666,2.3921784662845273,586.2727542304234,1,3.125892279289303,0.0,0.0,0.0,0.0,0.0
random,2,0.05,0.08333333333333333,2.292800927795401,623.3409345609753,1,3.2231971127671493,0.0,0.0,0.0,0.0,0.0
random,3,0.05,0.08333333333333333,2.134627017620062,581.4246934354238,1,3.1129409763066183,0.0,0.0,0.0,0.0,0.0
random,0,0.1,0.0,2.293566604948615,584.0564411328885,1,3.119979810652863,0.0,0.0,0.0,0.0,0.0
random,1,0.1,0.16666666666666666,2.107704018041014,550.1042704881013,1,3.027936034015592,0.0,0.0,0.0,0.0,0.0
random,2,0.1,0.0,1.9561181866387019,569.596748193115,1,3.0811165405664087,0.0,0.0,0.0,0.0,0.0
random,3,0.1,0.16666666666666666,2.298072652394731,597.5075922286601,1,3.155701291473212,0.0,0.0,0.0,0.0,0.0
