group_fixed,count,mean,median,std,min,max
far,378,0.516569985830002,0.5041912745200193,0.1263525618902733,0.30456293596774975,0.9714736842181275
mid,111,0.1909582061859037,0.19101996037221514,0.06161128867309584,0.08028797804902199,0.29970641924827757
near,111,0.00935460985040527,-1.0548088448469883e-05,0.019689761220146824,-0.00023784488192735154,0.07980582988555263
