group_quantile,count,mean,median,std,min,max
far,180,0.6141977093094815,0.5803135362123885,0.1063650848540387,0.5106391647796942,0.9714736707563134
mid,240,0.3978097128490515,0.411250801269085,0.08591265904512967,0.21431076098746416,0.5106236358635906
near,180,0.06371086095490923,0.022490519695737787,0.07470709010904669,-3.1524888292278064e-05,0.211943557324622
