group_quantile,count,mean,median,std,min,max
far,180,0.614199615087567,0.5803135187899157,0.1063636307484987,0.5107041823765185,0.9714736842181275
mid,240,0.3978137571444513,0.4112508395546359,0.08591020319226741,0.21431194513179674,0.5106248014989054
near,180,0.0637052488518926,0.02248390223435709,0.07471517104377773,-0.00023784488192735154,0.21194991023933452
